# Dipper literature coordinate list
# Literature search cutoff: 2026-07-16
# Coordinates are decimal degrees, ICRS/J2000-style as published; epochs are mixed and no proper-motion propagation was applied.
# One line per spatially deduplicated source/system (2.0 arcsec cross-paper radius, protected against merging two rows from the same paper).
# master_id | canonical_name | ra_deg | dec_deg | evidence_tier | explicit_dipper | core_yso | recommended_crossmatch | papers
DIP-00200 | Gaia DR3 427196074543851136 | 10.6256066800 | 61.1654383100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00201 | Gaia DR3 427642544983716864 | 10.6281478700 | 61.9305813800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00202 | Gaia DR3 427666802959777152 | 10.6425355500 | 62.0375054700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00203 | Gaia DR3 427198411006100480 | 10.6441420800 | 61.2878134900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00204 | Gaia DR3 427619691456030080 | 10.6823955300 | 62.0042724800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00205 | Gaia DR3 427775688969651200 | 10.6850543700 | 62.5681411600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00206 | Gaia DR3 427195318629656576 | 10.7410825500 | 61.2563979100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00207 | Gaia DR3 427595231622406528 | 10.7448546000 | 61.8803666400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00208 | Gaia DR3 2342389405627252224 | 10.7529646000 | -27.8779038500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00209 | Gaia DR3 427192943504195072 | 10.7609024700 | 61.1563649700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00210 | Gaia DR3 427202018778616320 | 10.7670401100 | 61.3622365000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00211 | Gaia DR3 427203972982530176 | 10.8131156600 | 61.4170692900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00212 | Gaia DR3 427617187495841152 | 11.0425810600 | 61.9725507000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00213 | Gaia DR3 529214845039387520 | 11.1068397700 | 67.0412271400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00214 | Gaia DR3 427624403040969472 | 11.2914102400 | 62.0739775300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00215 | Gaia DR3 425286325927143936 | 11.7926000000 | 59.3517000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-00216 | Gaia DR3 523993814077832576 | 11.8908134000 | 63.9519439700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00217 | Gaia DR3 526312134343708160 | 11.9300420100 | 67.2265679700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00218 | Gaia DR3 415019395576838144 | 12.2297088000 | 50.8345754300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00219 | Gaia DR3 526779254984156288 | 12.5707064500 | 68.6153243700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00220 | Gaia DR3 427324300782270464 | 13.5943872600 | 61.0938391500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00221 | Gaia DR3 564012532627830656 | 13.8408000000 | 78.9065000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-00222 | Gaia DR3 425921323945915904 | 14.5499051800 | 58.9203303100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00223 | Gaia DR3 524109224133995136 | 15.0140283000 | 63.6141798000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00224 | Gaia DR3 526049351062134784 | 15.0500906700 | 66.7118357500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00225 | TIC 352114297 | 15.0910000000 | 71.2401000000 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022)
DIP-00226 | WeSb 1 | 15.2254312910 | 55.0666702696 | broad_analogue_or_inventory | no | no | yes | fores2025 (2025)
DIP-00227 | Gaia DR3 374379208132372992 | 15.6540574200 | 40.7927679800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00228 | Gaia DR3 522763563645657728 | 16.0408081000 | 62.1355250700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00229 | Gaia DR3 523269923108294656 | 16.6994693700 | 62.9870611500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00230 | Gaia DR3 523521436393634048 | 16.7157108800 | 64.6502071700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00231 | Gaia DR3 404405466235824000 | 16.7239558600 | 51.4400543300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00232 | Gaia DR3 535190415856323328 | 16.7480891400 | 72.4942180400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00233 | Gaia DR3 525072916015563904 | 16.9953828100 | 65.3924456000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00234 | Gaia DR3 525641123012082304 | 17.5589206700 | 66.8651732200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00235 | EPIC 220208795 / TIC 336889445 / 2MASS J01105556+0018507 | 17.7315541667 | 0.3140333333 | broad_analogue_or_inventory | no | no | yes | vanderkamp2022 (2022)
DIP-00236 | Gaia DR3 523101732190149120 | 18.1083394700 | 63.1132099500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00237 | Gaia DR3 533351723178006400 | 18.1454095800 | 70.9759436500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00238 | Gaia DR3 524771993422519424 | 18.1587359000 | 64.3949359100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00239 | Gaia DR3 523095032041291904 | 18.3895850000 | 62.9303913700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00240 | Gaia DR3 524769141573884672 | 18.6793871300 | 64.3760137600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00241 | Gaia DR3 522602656991565312 | 18.7460498600 | 61.8147617700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00242 | Gaia DR3 525772682149859456 | 18.8568887200 | 67.5996483200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00243 | Gaia DR3 525688466432166528 | 19.0496960400 | 67.1095332600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00244 | Gaia DR3 524778384344358016 | 19.2425254000 | 64.3878139900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00245 | Gaia DR3 524882150753846272 | 19.4727142700 | 64.6943117400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00246 | Gaia DR3 524739592197928576 | 19.6003992400 | 64.5340717200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00247 | Gaia DR3 531930707477772032 | 19.7280897800 | 68.6309649800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00248 | Gaia DR3 511121797089635840 | 19.8789212400 | 62.9575741400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00249 | Gaia DR3 525318313270738432 | 20.1125529200 | 65.7562561300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00250 | Gaia DR3 511156908442644224 | 20.2029129900 | 63.3201412500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00251 | Gaia DR3 510904884060607360 | 20.2829790800 | 61.6597827900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00252 | Gaia DR3 510895125895036800 | 20.2886467900 | 61.4479392800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00253 | Gaia DR3 510895641291097088 | 20.3028997600 | 61.4878417000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00254 | Gaia DR3 510895641291096832 | 20.3049026900 | 61.4889515300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00255 | Gaia DR3 510892304096106368 | 20.5124529000 | 61.6296289200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00256 | Gaia DR3 510930585139902592 | 20.6306190800 | 61.8521560700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00257 | Gaia DR3 511042460452393472 | 20.6681785300 | 62.3903022300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00258 | Gaia DR3 510892548914585344 | 20.7198225500 | 61.5876312200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00259 | Gaia DR3 511037370911075968 | 20.7338356800 | 62.2752986100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00260 | Gaia DR3 510920204204580096 | 20.7548312100 | 61.8652939300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00261 | Gaia DR3 510889662696555008 | 20.7777867400 | 61.5973750400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00262 | Gaia DR3 510889452237763072 | 20.7811362500 | 61.5563120600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00263 | Gaia DR3 510889624037106048 | 20.8121442600 | 61.5919225900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00264 | Gaia DR3 510919761828006656 | 20.8213802000 | 61.8445079200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00265 | Gaia DR3 510919723168116864 | 20.8628266500 | 61.8422435200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00266 | Gaia DR3 510925912221147008 | 20.9177589500 | 61.9237064800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00267 | Gaia DR3 510919555669579392 | 20.9241375600 | 61.8336045500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00268 | Gaia DR3 510916463293132672 | 20.9264649200 | 61.8061444400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00269 | Gaia DR3 510925495604196096 | 20.9596043000 | 61.8745532900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00270 | Gaia DR3 510916428933393408 | 20.9597636400 | 61.8098192800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00271 | Gaia DR3 510916428933394944 | 20.9735271800 | 61.8043613300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00272 | Gaia DR3 510916115394996864 | 21.0325442700 | 61.7608122100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00273 | Gaia DR3 510912511923250688 | 21.0349332700 | 61.6267431100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00274 | Gaia DR3 510724735957954432 | 21.0661663300 | 61.5916633100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00275 | Gaia DR3 510925293745811072 | 21.0662932700 | 62.0042116700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00276 | Gaia DR3 531548244932406016 | 21.1224398800 | 67.4211885200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00277 | Gaia DR3 511025074420154368 | 21.1638226200 | 62.2164650300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00278 | Gaia DR3 510722880532205056 | 21.4136608700 | 61.6084482100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00279 | Gaia DR3 510729030920494848 | 21.4376864900 | 61.6635099700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00280 | Gaia DR3 512586793254995840 | 21.4859364000 | 63.1064732600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00281 | Gaia DR3 510728206291631616 | 21.6242825900 | 61.6447830700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00282 | Gaia DR3 510828566781083648 | 21.7176163900 | 61.9948357600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00283 | TIC 389417519 | 22.4768828300 | 63.0589762100 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022); mas2026 (2026)
DIP-00284 | Gaia DR3 512756461644072832 | 22.5692333400 | 64.1950589700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00285 | Gaia DR3 513406925850973184 | 22.5761598200 | 66.2611124200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00286 | Gaia DR3 532101196202363008 | 22.9417536400 | 68.9589239200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00287 | Gaia DR3 512516046556467328 | 23.0948289300 | 63.4329497300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00288 | Gaia DR3 406451794813003136 | 23.2456612200 | 49.8360587300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00289 | Gaia DR3 512980482836769152 | 24.0303361000 | 64.6417302900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00290 | Gaia DR3 513080267819937920 | 24.2650499700 | 65.0004181100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00291 | Gaia DR3 513078408088674688 | 24.3602760900 | 64.8965110400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00292 | Gaia DR3 508972801614364032 | 24.3789000000 | 58.2737000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-00293 | Gaia DR3 405829471231625344 | 24.4672378500 | 50.5272169900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00294 | Gaia DR3 519338378763145088 | 24.4897431000 | 66.1735509400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00295 | Gaia DR3 519362121343106688 | 24.5070410200 | 66.2533886200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00296 | Gaia DR3 513072055836847744 | 24.6087177400 | 64.9043307900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00297 | Gaia DR3 513075315715052416 | 24.6309248000 | 65.0449895300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00298 | Gaia DR3 513073395872390016 | 24.6579349300 | 64.9631366200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00299 | Gaia DR3 513062709988166272 | 24.6913814600 | 64.8161784900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00300 | ZTF J0139+5245 | 24.7763549431 | 52.7602698320 | broad_analogue_or_inventory | no | no | yes | fores2025 (2025)
DIP-00301 | Gaia DR3 513069100905139200 | 24.9084802800 | 64.8923135500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00302 | Gaia DR3 513098237964103168 | 24.9346101400 | 65.0775588400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00303 | Gaia DR3 513014464615099264 | 24.9559842100 | 64.7360621700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00304 | Gaia DR3 511497692628655872 | 25.0020547700 | 61.9189520600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00305 | Gaia DR3 519491485756715008 | 25.0825137500 | 66.9856608800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00306 | Gaia DR3 513022814031954432 | 25.2199046000 | 64.8741539000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00307 | Gaia DR3 519140604111511168 | 25.2480941700 | 65.9222732800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00308 | ZTF18abtgers | 25.4768330000 | 57.6337220000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-00309 | Gaia DR3 512103523536262144 | 25.5348000000 | 63.6645000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-00310 | Gaia DR3 2467153253478024448 | 25.8472608500 | -7.4018935100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00311 | Gaia DR3 519899335846770304 | 25.9718550900 | 67.6123384400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00312 | Gaia DR3 519054219426854656 | 26.2657707800 | 65.3066474700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00313 | Gaia DR3 519203310629869952 | 26.6192676700 | 66.0724878500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00314 | Gaia DR3 519196812340896512 | 27.3389522000 | 66.1481533000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00315 | Gaia DR3 504772594173524352 | 27.7226000000 | 55.6986000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-00316 | Gaia DR3 558868703699533568 | 28.6752000000 | 73.8911000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-00317 | Gaia DR3 518789408921944064 | 29.5440655900 | 66.2241900800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00318 | Gaia DR3 518778383744968192 | 29.6438256100 | 66.0198674700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00319 | Gaia DR3 518794051785593344 | 30.4005159500 | 66.1331347100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00320 | Gaia DR3 518074829443298304 | 30.4667719400 | 64.5287939300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00321 | Gaia DR3 521434735117096704 | 31.1919000000 | 68.8110000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-00322 | Gaia DR3 518949044267759232 | 31.2979804900 | 67.2162184300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00323 | Gaia DR3 5147865337613936640 | 31.5269488400 | -15.6102269100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00324 | Gaia DR3 520555194534472192 | 31.6440748500 | 68.0766904200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00325 | Gaia DR3 518757626163672192 | 31.8368187000 | 67.0948709300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00326 | Gaia DR3 518642349248156544 | 32.1455184100 | 66.1579827800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00327 | Gaia DR3 518642628418170496 | 32.2557322300 | 66.1811915900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00328 | Gaia DR3 515617356537972352 | 32.8965927300 | 65.7883402500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00329 | Gaia DR3 522007821193819136 | 33.5776835700 | 70.5406561200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00330 | TIC 311410991 | 33.5985000000 | -50.1938000000 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022)
DIP-00331 | Gaia DR3 456620139573820032 | 33.7969448200 | 55.3305375900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00332 | TIC 395771056 | 33.8556000000 | 76.5887000000 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022)
DIP-00333 | Gaia DR3 456712395470524800 | 34.1385576200 | 55.3990486200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00334 | Gaia DR3 456590826414296448 | 34.2013246900 | 54.9343387000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00335 | Gaia DR3 515578560092356224 | 34.5650046200 | 65.7776101000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00336 | Gaia DR3 507499112435411328 | 34.5981136600 | 61.1348613700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00337 | Gaia DR3 507470147176083712 | 34.6110891700 | 60.6436225500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00338 | Gaia DR3 520761181166882432 | 35.5948973700 | 68.5130772700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00339 | Gaia DR3 521161502179408768 | 35.6506164800 | 69.7360539700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00340 | Gaia DR3 513468528557994624 | 35.9983848000 | 61.2043964500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-00341 | Gaia DR3 520947754544896256 | 36.1429481500 | 69.3440284900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-00342 | Gaia DR3 513651734683951744 | 36.2162725800 | 62.1601784200 | automated_primary | yes | yes | yes | mas2026 (2026)
