event,field,program,star_id,classification,ef_classification,al_classification,ra,dec,ra_deg,dec_deg,t_0,t_eff,t_e,u_0,isource,ibase,icat,ctype,a_i,ogle_moa,related_event,extra_type
KMT-2017-BLG-2317,SAO14M0708,,038798,clear,,,17:37:41.14,-27:52:05.45,264.4214166667,-27.8681805556,7966.30875,,5.89,0.926,19.95,20.0,21.39,2.0,3.38,,,
KMT-2017-BLG-2318,BLG14M0708,,044773,clear,,,17:37:33.13,-27:50:40.99,264.3880416667,-27.8447194444,7911.65195,,12.65,0.066,21.24,20.0,21.55,2.0,3.28,,,
KMT-2017-BLG-2319,SAO14M0801,,087083,clear,,,17:37:25.65,-28:48:13.36,264.356875,-28.8037111111,7947.88724,,14.48,0.197,21.6,20.0,22.15,2.0,3.24,,,
KMT-2017-BLG-2320,SAO14M0801,,101578,clear,,,17:37:22.19,-28:46:36.26,264.3424583333,-28.7767388889,7960.34595,,36.2,0.002,22.69,20.0,25.0,3.0,3.13,,,
KMT-2017-BLG-2321,BLG14M0806,,027619,clear,,,17:37:08.55,-28:07:04.37,264.285625,-28.1178805556,7857.16769,,40.36,0.101,22.94,20.0,21.27,2.0,3.79,,,
KMT-2017-BLG-2322,BLG14N0104,,004716,clear,,,17:41:16.40,-29:32:36.89,265.3183333333,-29.5435805556,7853.8984,,5.27,0.558,19.97,20.0,21.5,2.0,9.29,,,
KMT-2017-BLG-2323,SAO14N0206,,005880,clear,,,17:40:28.54,-29:12:32.33,265.1189166667,-29.2089805556,7918.20797,,9.99,0.358,20.46,20.0,21.92,2.0,7.12,,,
KMT-2017-BLG-2324,SAO14N0304,,014331,clear,,,17:40:15.14,-29:34:03.61,265.0630833333,-29.5676694444,7948.93349,,4.07,0.466,19.99,20.0,21.92,2.0,6.61,,,
KMT-2017-BLG-2325,SSO14N0306,,010517,clear,,,17:40:01.92,-29:18:16.60,265.008,-29.3046111111,7974.57833,,17.73,0.046,21.18,20.0,21.68,2.0,6.48,,,
KMT-2017-BLG-2326,BLG14N0401,,017069,clear,,,17:39:35.29,-29:53:09.96,264.8970416667,-29.8861,7903.87296,,39.72,0.1,22.75,20.0,21.74,3.0,5.97,,,
KMT-2017-BLG-2327,SSO14N0506,,021118,clear,,,17:39:02.40,-29:17:20.76,264.76,-29.2891,8031.86437,,13.46,0.105,20.26,20.0,21.18,2.0,4.35,,,
KMT-2017-BLG-2328,SAO14N0606,,029327,clear,,,17:38:37.97,-29:13:03.94,264.6582083333,-29.2177611111,7881.17109,,46.23,0.197,21.82,20.0,21.54,2.0,4.43,,,
KMT-2017-BLG-2329,SAO14N0703,,062612,clear,,,17:37:49.01,-29:36:07.99,264.4542083333,-29.6022194444,7809.17645,,11.12,0.067,21.28,20.0,21.93,2.0,3.79,,,
KMT-2017-BLG-2330,BLG14N0704,,032062,clear,,,17:38:05.48,-29:29:44.74,264.5228333333,-29.4957611111,7827.84407,,13.6,0.373,20.01,20.0,21.18,2.0,4.11,,,
KMT-2017-BLG-2331,BLG14N0705,,078801,clear,,,17:37:37.73,-29:27:40.36,264.4072083333,-29.4612111111,8005.78067,,69.43,0.018,22.83,20.0,22.54,3.0,3.81,,,
KMT-2017-BLG-2332,SAO14T0104,,071535,clear,,,17:36:39.31,-29:28:50.30,264.1637916667,-29.4806388889,7955.496,,30.56,0.096,22.53,20.0,22.0,2.0,4.03,,,
KMT-2017-BLG-2333,SAO14T0105,,025961,clear,,,17:36:22.65,-29:26:19.39,264.094375,-29.4387194444,7951.44177,,7.1,0.017,21.99,20.0,20.55,2.0,3.33,,,
KMT-2017-BLG-2334,SAO14T0106,,044312,clear,,,17:36:14.56,-29:13:37.88,264.0606666667,-29.2271888889,7905.44043,,11.4,0.109,22.51,20.0,21.51,2.0,3.5,,,
KMT-2017-BLG-2335,BLG14T0203,,022491,clear,,,17:35:37.20,-29:41:40.42,263.905,-29.6945611111,7937.69811,,43.38,0.382,19.91,20.0,20.21,2.0,3.04,,OB171113,
KMT-2017-BLG-2336,BLG14T0203,,033424,clear,,,17:35:51.42,-29:35:09.10,263.96425,-29.5858611111,7917.34797,,7.91,0.003,21.78,20.0,20.65,2.0,3.07,,OB171099,
KMT-2017-BLG-2337,BLG14T0301,,116460,clear,,,17:35:02.50,-29:51:07.81,263.7604166667,-29.8521694444,7890.68362,,1.43,0.24,19.93,20.0,25.0,3.0,3.07,,,
KMT-2017-BLG-2338,SAO14T0304,,045477,clear,,,17:34:58.25,-29:33:00.36,263.7427083333,-29.5501,7972.85769,,31.01,0.162,20.43,20.0,20.95,2.0,2.57,,OB171492,
KMT-2017-BLG-2339,SAO14T0307,,078906,clear,,,17:35:15.17,-29:10:18.16,263.8132083333,-29.1717111111,8026.85821,,113.09,0.046,22.39,20.0,22.27,3.0,3.69,,,
KMT-2017-BLG-2340,SSO14T0401,,089617,clear,,,17:34:46.73,-29:51:07.81,263.6947083333,-29.8521694444,8045.35213,,39.97,0.021,21.34,20.0,21.77,2.0,2.94,,,
KMT-2017-BLG-2341,BLG14T0402,,041939,clear,,,17:34:41.50,-29:45:42.01,263.6729166667,-29.7616694444,7822.2477,,24.63,0.389,20.32,20.0,20.88,2.0,3.04,,OB170325,
KMT-2017-BLG-2342,BLG14T0403,,085623,clear,,,17:34:40.19,-29:40:14.38,263.6674583333,-29.6706611111,7812.78975,,10.21,0.196,21.45,20.0,21.53,2.0,2.82,,,
KMT-2017-BLG-2343,SAO14T0404,,112091,clear,,,17:34:23.05,-29:30:03.28,263.5960416667,-29.5009111111,7948.22059,,13.17,0.013,22.42,20.0,25.0,3.0,2.73,,OB171349,
KMT-2017-BLG-2344,SAO14T0405,,042685,clear,,,17:34:35.23,-29:26:48.26,263.6467916667,-29.4467388889,7938.59504,,13.41,0.062,20.84,20.0,21.0,2.0,2.97,,,
KMT-2017-BLG-2345,BLG14T0407,,055444,clear,,,17:34:38.01,-29:06:57.28,263.658375,-29.1159111111,7852.55712,,46.16,0.088,22.61,20.0,21.47,2.0,3.45,,,
KMT-2017-BLG-2346,BLG14T0501,,025404,clear,,,17:34:03.28,-29:51:34.31,263.5136666667,-29.8595305556,7830.92486,,5.0,0.097,21.95,20.0,20.5,2.0,3.16,,,
KMT-2017-BLG-2347,BLG14T0501,,112733,clear,,,17:34:16.51,-29:51:43.92,263.5687916667,-29.8622,7816.39006,,10.15,0.166,20.89,20.0,25.0,3.0,2.72,,,
KMT-2017-BLG-2348,SSO14T0503,,067722,clear,,,17:34:09.85,-29:37:19.27,263.5410416667,-29.6220194444,7860.54647,,26.02,0.019,23.69,20.0,21.25,2.0,2.65,,,
KMT-2017-BLG-2349,BLG14T0504,,041613,clear,,,17:33:59.02,-29:30:08.96,263.4959166667,-29.5024888889,7876.55059,,9.7,0.258,20.87,20.0,20.51,3.0,2.52,,,
KMT-2017-BLG-2350,BLG14T0505,,054688,clear,,,17:34:14.73,-29:22:03.83,263.561375,-29.3677305556,7863.07345,,54.52,0.013,24.23,20.0,20.93,2.0,2.89,,,
KMT-2017-BLG-2351,BLG14T0505,,073220,clear,,,17:34:04.17,-29:23:23.24,263.517375,-29.3897888889,8005.42372,,21.87,0.098,22.61,20.0,21.36,2.0,2.62,,,
KMT-2017-BLG-2352,BLG14T0602,,076525,clear,,,17:33:30.90,-29:45:43.38,263.37875,-29.76205,7841.90684,,11.81,0.411,20.92,20.0,21.57,2.0,2.74,,,
KMT-2017-BLG-2353,SAO14T0604,,035237,clear,,,17:33:38.77,-29:27:25.74,263.4115416667,-29.45715,7867.38374,,6.13,0.489,21.1,20.0,20.8,2.0,2.74,,,
KMT-2017-BLG-2354,BLG14T0605,,069385,clear,,,17:33:20.32,-29:20:22.45,263.3346666667,-29.3395694444,7838.64554,,4.73,0.213,19.82,20.0,21.5,2.0,2.89,,,
KMT-2017-BLG-2355,SAO14T0702,,041448,clear,,,17:32:56.76,-29:45:51.88,263.2365,-29.7644111111,7808.64163,,108.19,0.002,23.76,20.0,20.8,2.0,2.7,,OB170120,
KMT-2017-BLG-2356,BLG14T0707,,010904,clear,,,17:32:55.65,-29:06:00.50,263.231875,-29.1001388889,7873.01318,,15.26,0.055,21.43,19.29,19.29,2.0,2.61,,,
KMT-2017-BLG-2357,SAO14T0707,,033964,clear,,,17:33:00.48,-29:04:46.27,263.252,-29.0795194444,7881.55434,,7.53,0.162,20.63,20.0,20.58,2.0,2.77,,,
KMT-2017-BLG-2358,BLG14T0803,,043109,clear,,,17:32:12.81,-29:34:38.60,263.053375,-29.5773888889,7837.08297,,23.68,0.175,21.98,20.0,21.11,2.0,2.96,,,
KMT-2017-BLG-2359,BLG14T0806,,009394,clear,,,17:32:36.32,-29:17:59.64,263.1513333333,-29.2999,7849.82142,,24.73,0.028,21.75,19.08,19.08,2.0,2.78,,OB170510,
KMT-2017-BLG-2360,BLG15K0101,,048807,clear,,,17:36:16.30,-26:38:36.13,264.0679166667,-26.6433694444,7824.35828,,10.37,0.37,20.19,20.0,21.22,2.0,2.67,,,
KMT-2017-BLG-2361,BLG15K0102,,042534,clear,,,17:36:20.50,-26:30:48.13,264.0854166667,-26.5133694444,8036.32135,,11.69,0.037,20.02,20.0,21.14,2.0,2.78,,,
KMT-2017-BLG-2362,SAO15K0102,,069167,clear,,,17:36:30.98,-26:34:34.32,264.1290833333,-26.5762,7900.46113,,14.4,0.013,21.8,20.0,21.73,2.0,2.82,,OB170901,
KMT-2017-BLG-2363,SAO15K0106,,069890,clear,,,17:36:12.47,-26:00:46.55,264.0519583333,-26.0129305556,7977.06816,,11.81,0.201,21.1,20.0,22.23,2.0,2.98,,,
KMT-2017-BLG-2364,SAO15K0401,,082252,clear,,,17:34:53.18,-26:39:27.97,263.7215833333,-26.6577694444,7958.50527,,6.52,0.55,20.28,20.0,21.77,2.0,2.38,,,
KMT-2017-BLG-2365,BLG15K0402,,044929,clear,,,17:34:35.52,-26:34:17.54,263.648,-26.5715388889,7841.80095,,23.2,0.054,22.1,20.0,21.24,2.0,2.77,,OB170413,
KMT-2017-BLG-2366,SAO15K0406,,018465,clear,,,17:34:32.61,-26:04:21.00,263.635875,-26.0725,7917.87325,,19.8,0.301,21.53,20.0,21.5,2.0,3.95,,,
KMT-2017-BLG-2367,BLG15K0701,,068622,clear,,,17:32:51.02,-26:38:06.25,263.2125833333,-26.6350694444,7812.70756,,38.84,0.094,22.94,20.0,22.13,2.0,3.03,,,
KMT-2017-BLG-2368,BLG15M0101,,022697,clear,,,17:40:56.12,-26:36:53.64,265.2338333333,-26.6149,7834.05635,,9.35,0.782,19.99,20.0,20.94,2.0,3.29,,,
KMT-2017-BLG-2369,SSO15M0102,,018775,clear,,,17:40:59.39,-26:29:44.84,265.2474583333,-26.4957888889,7859.30893,,18.78,0.022,21.74,20.0,20.58,2.0,2.9,,,
KMT-2017-BLG-2370,BLG15M0102,,069315,clear,,,17:41:11.91,-26:32:32.10,265.299625,-26.54225,7979.68665,,24.64,0.083,21.96,20.0,21.97,2.0,3.4,,,
KMT-2017-BLG-2371,BLG15M0108,,066131,clear,,,17:41:15.79,-25:49:55.49,265.3157916667,-25.8320805556,7983.70665,,34.93,0.024,22.57,20.0,21.52,2.0,2.59,,,
KMT-2017-BLG-2372,BLG15M0202,,032594,clear,,,17:40:22.32,-26:29:53.92,265.093,-26.4983111111,7891.33101,,54.2,0.014,22.65,20.0,20.68,2.0,2.73,,,
KMT-2017-BLG-2373,BLG15M0203,,050477,clear,,,17:40:34.20,-26:27:52.06,265.1425,-26.4644611111,7777.33351,,61.85,0.235,19.96,20.0,21.12,2.0,2.69,,,
KMT-2017-BLG-2374,BLG15M0208,,018755,clear,,,17:40:18.70,-25:48:29.59,265.0779166667,-25.8082194444,7871.27333,,8.55,0.462,20.9,20.0,20.33,2.0,2.93,,,
KMT-2017-BLG-2375,SAO15M0303,,048100,clear,,,17:40:10.71,-26:26:46.03,265.044625,-26.4461194444,7844.49194,,7.14,0.008,21.2,20.0,20.96,2.0,2.71,,,
KMT-2017-BLG-2376,BLG15M0306,,027042,clear,,,17:39:57.68,-26:01:43.25,264.9903333333,-26.0286805556,7840.83829,,29.76,0.184,22.4,20.0,20.53,2.0,2.51,,,
KMT-2017-BLG-2377,BLG15M0405,,060378,clear,,,17:39:18.47,-26:11:16.08,264.8269583333,-26.1878,7963.25493,,27.97,0.177,21.11,20.0,21.02,2.0,2.55,,OB171498,
KMT-2017-BLG-2378,SSO15M0406,,037383,clear,,,17:39:31.31,-25:59:43.04,264.8804583333,-25.9952888889,7823.29782,,13.01,0.018,19.78,20.0,20.76,2.0,2.67,,OB170340,
KMT-2017-BLG-2379,BLG15M0406,,056791,clear,,,17:39:17.96,-25:58:06.02,264.8248333333,-25.9683388889,7839.94139,,4.22,0.03,20.45,20.0,21.21,2.0,3.15,,,
KMT-2017-BLG-2380,SAO15M0504,,066174,clear,,,17:38:57.10,-26:15:23.98,264.7379166667,-26.2566611111,7880.08792,,10.6,0.133,21.13,20.0,21.56,2.0,2.77,,,
KMT-2017-BLG-2381,BLG15M0504,,073680,clear,,,17:39:03.77,-26:13:08.69,264.7657083333,-26.2190805556,7951.29088,,32.5,0.09,21.75,20.0,21.72,2.0,2.57,,,
KMT-2017-BLG-2382,BLG15M0601,,057546,clear,,,17:38:16.03,-26:37:26.65,264.5667916667,-26.6240694444,7980.56944,,18.92,0.205,21.04,20.0,21.28,2.0,2.83,,,
KMT-2017-BLG-2383,BLG15M0603,,029204,clear,,,17:38:31.52,-26:27:55.01,264.6313333333,-26.4652805556,7863.21394,,33.27,0.08,22.74,20.0,20.95,2.0,3.23,,,
KMT-2017-BLG-2384,SAO15M0804,,020349,clear,,,17:37:16.82,-26:16:05.41,264.3200833333,-26.2681694444,7967.15464,,48.72,0.111,21.5,20.0,20.7,2.0,3.21,,OB171481,
KMT-2017-BLG-2385,SAO15M0805,,024545,clear,,,17:37:11.76,-26:10:18.16,264.299,-26.1717111111,7879.41304,,27.18,0.167,22.37,20.0,20.88,2.0,3.15,,,
KMT-2017-BLG-2386,BLG15N0102,,094851,clear,,,17:41:07.24,-27:41:04.74,265.2801666667,-27.68465,7969.12671,,26.32,0.079,21.6,20.0,22.1,2.0,3.3,,,
KMT-2017-BLG-2387,BLG15N0103,,013773,clear,,,17:41:10.83,-27:34:56.42,265.295125,-27.5823388889,8021.99142,,15.78,0.002,20.74,19.57,19.57,2.0,3.21,,OB171775,
KMT-2017-BLG-2388,BLG15N0105,,063959,clear,,,17:41:04.13,-27:18:34.20,265.2672083333,-27.3095,7987.6508,,118.07,0.034,23.03,20.0,21.72,2.0,3.19,,,
KMT-2017-BLG-2389,SAO15N0105,,070053,clear,,,17:41:15.08,-27:15:18.18,265.3128333333,-27.25505,7864.4915,,0.67,0.288,20.13,20.0,21.85,3.0,3.54,,,
KMT-2017-BLG-2390,BLG15N0105,,082024,clear,,,17:41:04.97,-27:16:30.18,265.2707083333,-27.27505,7990.72509,,8.63,0.053,22.02,20.0,22.13,2.0,3.16,,,
KMT-2017-BLG-2391,SAO15N0202,,026238,clear,,,17:40:49.02,-27:40:37.60,265.20425,-27.6771111111,7841.90013,,199.33,0.025,22.65,20.0,20.62,2.0,3.31,,,
KMT-2017-BLG-2392,SAO15N0202,,055136,clear,,,17:40:44.11,-27:40:18.26,265.1837916667,-27.6717388889,8003.46881,,4.85,0.071,21.35,20.0,21.36,2.0,3.31,,,
KMT-2017-BLG-2393,SAO15N0203,,014856,clear,,,17:40:23.72,-27:31:38.89,265.0988333333,-27.5274694444,7829.62595,,200.0,0.136,20.43,19.83,19.83,2.0,3.32,,,
KMT-2017-BLG-2394,SAO15N0203,,047463,clear,,,17:40:39.96,-27:30:45.43,265.1665,-27.5126194444,7873.91317,,125.7,0.017,24.58,20.0,21.18,2.0,3.28,,,
KMT-2017-BLG-2395,BLG15N0203,,058036,clear,,,17:40:31.09,-27:33:22.28,265.1295416667,-27.5561888889,7848.83023,,8.8,0.263,21.13,20.0,21.39,2.0,3.44,,,
KMT-2017-BLG-2396,BLG15N0203,,077824,clear,,,17:40:28.59,-27:32:47.69,265.119125,-27.5465805556,7908.47939,,88.57,0.054,23.1,20.0,21.79,2.0,3.34,,,
KMT-2017-BLG-2397,SSO15N0203,,081976,clear,,,17:40:48.62,-27:29:32.93,265.2025833333,-27.4924805556,7930.30989,,13.11,0.016,22.94,20.0,21.88,2.0,3.27,,,
KMT-2017-BLG-2398,BLG15N0204,,051686,clear,,,17:40:24.49,-27:25:56.35,265.1020416667,-27.4323194444,7956.68596,,34.19,0.01,23.92,20.0,21.18,2.0,3.21,,,
KMT-2017-BLG-2399,BLG15N0207,,023075,clear,,,17:40:39.55,-27:00:46.37,265.1647916667,-27.0128805556,7816.4409,,199.83,0.196,20.32,20.0,20.57,2.0,3.0,,,
KMT-2017-BLG-2400,BLG15N0207,,098723,clear,,,17:40:48.27,-27:01:25.90,265.201125,-27.0238611111,7993.83485,,7.9,0.024,22.35,20.0,22.73,2.0,3.38,,,
KMT-2017-BLG-2401,BLG15N0306,,033942,clear,,,17:40:07.24,-27:10:17.26,265.0301666667,-27.1714611111,7910.7575,,1.96,0.024,21.89,20.0,20.68,2.0,2.9,,,
KMT-2017-BLG-2402,BLG15N0307,,110211,clear,,,17:39:53.62,-26:59:27.20,264.9734166667,-26.9908888889,7818.58842,,103.46,0.026,22.89,20.0,25.0,3.0,3.36,,,
KMT-2017-BLG-2403,SAO15N0402,,088143,clear,,,17:39:24.20,-27:42:36.76,264.8508333333,-27.7102111111,7922.38515,,7.22,0.095,20.92,20.0,21.74,2.0,2.9,,,
KMT-2017-BLG-2404,SAO15N0403,,046210,clear,,,17:39:41.46,-27:33:46.40,264.92275,-27.5628888889,7968.20569,,21.38,0.176,20.46,20.0,20.68,2.0,2.78,,OB171482,
KMT-2017-BLG-2405,BLG15N0404,,043708,clear,,,17:39:26.35,-27:22:55.13,264.8597916667,-27.3819805556,7816.51781,,15.69,0.084,21.2,20.0,20.6,2.0,2.55,,,
KMT-2017-BLG-2406,BLG15N0405,,081247,clear,,,17:39:27.27,-27:15:58.82,264.863625,-27.2663388889,7817.32807,,12.43,0.136,20.29,20.0,21.45,2.0,2.69,,,
KMT-2017-BLG-2407,SAO15N0503,,088182,clear,,,17:38:56.71,-27:34:31.94,264.7362916667,-27.5755388889,7895.3091,,29.02,0.212,20.23,20.0,21.56,2.0,2.61,,OB170895,
KMT-2017-BLG-2408,SSO15N0505,,060496,clear,,,17:39:00.77,-27:17:18.49,264.7532083333,-27.2884694444,7918.20596,,16.37,0.027,21.48,20.0,20.95,2.0,2.59,,,
KMT-2017-BLG-2409,SSO15N0604,,004420,clear,,,17:38:16.98,-27:22:32.02,264.57075,-27.3755611111,7908.35621,,6.41,0.028,21.44,17.71,17.71,2.0,2.85,,OB171032 OB171052,
KMT-2017-BLG-2410,SAO15N0608,,060059,clear,,,17:38:10.87,-26:52:13.40,264.5452916667,-26.8703888889,7957.54126,,56.67,0.153,22.22,20.0,21.63,2.0,3.18,,OB171403,
KMT-2017-BLG-2411,SAO15N0707,,082095,clear,,,17:37:53.75,-27:02:58.60,264.4739583333,-27.0496111111,8001.70094,,21.54,0.035,22.37,20.0,21.67,2.0,2.73,,,
KMT-2017-BLG-2412,BLG15N0802,,048719,clear,,,17:37:13.66,-27:41:38.44,264.3069166667,-27.6940111111,7944.76002,,24.28,0.028,21.45,20.0,21.84,2.0,3.75,,OB171322,
KMT-2017-BLG-2413,SAO15N0802,,087985,clear,,,17:37:01.79,-27:43:32.63,264.2574583333,-27.7257305556,7862.7012,,20.78,0.002,21.96,20.0,25.0,3.0,3.57,,OB170570,
KMT-2017-BLG-2414,BLG15N0805,,013342,clear,,,17:36:58.79,-27:13:55.74,264.2449583333,-27.23215,7859.28605,,40.36,0.012,21.42,19.8,19.8,2.0,2.61,,OB170986 MB17171,
KMT-2017-BLG-2415,SAO15N0805,,041418,clear,,,17:37:21.05,-27:17:55.72,264.3377083333,-27.2988111111,7940.61242,,35.14,0.183,21.56,20.0,20.94,2.0,3.0,,,
KMT-2017-BLG-2416,BLG15T0101,,026912,clear,,,17:36:20.93,-27:43:38.57,264.0872083333,-27.7273805556,7943.53707,,23.74,0.079,22.0,20.0,20.99,2.0,3.07,,OB171289,
KMT-2017-BLG-2417,SSO15T0103,,069736,clear,,,17:36:24.42,-27:33:15.80,264.10175,-27.5543888889,8008.25232,,4.65,0.349,19.94,20.0,21.65,2.0,2.97,,OB171748,
KMT-2017-BLG-2418,BLG15T0202,,054076,clear,,,17:35:54.28,-27:39:59.62,263.9761666667,-27.6665611111,7873.76034,,16.89,0.062,22.98,20.0,21.24,2.0,2.87,,,
KMT-2017-BLG-2419,SAO15T0203,,048638,clear,,,17:36:01.40,-27:32:02.62,264.0058333333,-27.5340611111,7894.81736,,6.15,0.069,22.61,20.0,20.98,2.0,2.67,,,
KMT-2017-BLG-2420,BLG15T0303,,025858,clear,,,17:35:05.79,-27:29:12.01,263.774125,-27.4866694444,7984.31424,,2.78,0.353,19.93,20.0,20.24,2.0,2.5,,OB171597,
KMT-2017-BLG-2421,SSO15T0305,,064240,clear,,,17:35:11.98,-27:18:38.66,263.7999166667,-27.3107388889,8010.08326,,24.5,0.469,19.93,20.0,21.04,2.0,2.58,,,
KMT-2017-BLG-2422,BLG15T0508,,053524,clear,,,17:34:04.07,-26:52:12.58,263.5169583333,-26.8701611111,7842.48082,,31.52,0.068,21.5,20.0,20.98,2.0,2.33,,OB170989,
KMT-2017-BLG-2423,SAO15T0706,,097201,clear,,,17:32:59.31,-27:07:59.05,263.247125,-27.1330694444,7928.40572,,17.78,0.035,21.19,20.0,25.0,3.0,3.09,,,
KMT-2017-BLG-2424,BLG15T0707,,017968,clear,,,17:32:46.18,-26:57:34.81,263.1924166667,-26.9596694444,7991.97919,,14.03,0.116,21.06,20.0,20.69,2.0,3.1,,OB171648,
KMT-2017-BLG-2425,BLG15T0804,,042376,clear,,,17:32:37.11,-27:24:33.44,263.154625,-27.4092888889,7851.64883,,9.97,0.18,21.73,20.0,21.36,2.0,3.07,,OB170508,
KMT-2017-BLG-2426,BLG15T0807,,007817,clear,,,17:32:42.30,-27:04:42.31,263.17625,-27.0784194444,7952.39906,,17.97,0.188,20.67,20.0,20.09,2.0,2.98,,OB171333,
KMT-2017-BLG-2427,BLG15T0807,,080350,clear,,,17:32:38.46,-27:01:27.77,263.16025,-27.0243805556,7827.66177,,5.19,0.083,22.13,20.0,25.0,3.0,3.12,,,
KMT-2017-BLG-2428,SAO16K0203,,063959,clear,,,17:36:17.12,-24:18:51.12,264.0713333333,-24.3142,7905.81325,,12.78,0.059,21.79,20.0,22.34,2.0,2.43,,,
KMT-2017-BLG-2429,BLG16K0304,,022975,clear,,,17:35:39.43,-24:07:55.45,263.9142916667,-24.1320694444,7954.04622,,80.57,0.056,22.93,20.0,20.7,2.0,2.31,,OB171410,
KMT-2017-BLG-2430,BLG16K0505,,017093,clear,,,17:34:16.00,-24:00:33.66,263.5666666667,-24.00935,7980.74687,,46.46,0.375,20.46,19.97,19.97,2.0,1.87,,,
KMT-2017-BLG-2431,SAO16K0706,,039620,clear,,,17:33:18.35,-23:51:34.13,263.3264583333,-23.8594805556,7848.77168,,12.26,0.203,20.43,20.0,20.85,2.0,1.69,,,
KMT-2017-BLG-2432,BLG16K0706,,069868,clear,,,17:33:19.22,-23:54:59.90,263.3300833333,-23.9166388889,7831.42189,,29.21,0.06,21.03,20.0,22.11,2.0,1.69,,,
KMT-2017-BLG-2433,BLG16M0502,,088896,clear,,,17:39:00.88,-24:23:32.39,264.7536666667,-24.3923305556,7959.76373,,28.01,0.283,20.83,20.0,21.99,3.0,1.93,,,
KMT-2017-BLG-2434,BLG16M0602,,080968,clear,,,17:38:15.21,-24:22:23.12,264.563375,-24.3730888889,7956.13566,,24.11,0.191,20.56,20.0,21.34,2.0,1.67,,,
KMT-2017-BLG-2435,BLG16M0603,,004776,clear,,,17:38:33.41,-24:14:21.30,264.6392083333,-24.23925,7873.19237,,74.04,0.008,22.31,18.15,18.15,2.0,1.78,,OB170792,
KMT-2017-BLG-2436,BLG16M0606,,050042,clear,,,17:38:37.25,-23:55:44.58,264.6552083333,-23.92905,7937.11043,,21.64,0.168,20.15,20.0,20.58,2.0,1.63,,,
KMT-2017-BLG-2437,BLG16M0607,,018908,clear,,,17:38:33.99,-23:46:09.52,264.641625,-23.7693111111,7870.63946,,24.11,0.219,20.33,19.86,19.86,2.0,1.92,,,
KMT-2017-BLG-2438,SAO16N0108,,061212,clear,,,17:41:09.70,-24:48:50.04,265.2904166667,-24.8139,7910.61695,,38.15,0.012,23.84,20.0,21.92,2.0,2.65,,,
KMT-2017-BLG-2439,SAO16N0201,,040953,clear,,,17:40:37.21,-25:39:25.27,265.1550416667,-25.6570194444,7882.48625,,9.66,0.044,20.3,20.0,20.93,2.0,2.63,,,
KMT-2017-BLG-2440,SSO16N0402,,033430,clear,,,17:39:33.48,-25:33:23.51,264.8895,-25.5565305556,8011.88512,,30.93,0.161,20.26,20.0,21.1,2.0,3.12,,,
KMT-2017-BLG-2441,BLG16N0405,,038582,clear,,,17:39:28.45,-25:10:40.91,264.8685416667,-25.1780305556,7819.87016,,14.32,0.047,22.59,20.0,21.3,2.0,2.65,,,
KMT-2017-BLG-2442,BLG16N0504,,016756,clear,,,17:39:17.86,-25:20:52.33,264.8244166667,-25.3478694444,7995.31376,,27.27,0.517,20.04,20.0,20.43,2.0,2.77,,,
KMT-2017-BLG-2443,SAO16N0606,,037084,clear,,,17:38:48.04,-25:03:24.30,264.7001666667,-25.05675,7880.51936,,17.47,0.15,21.82,20.0,21.11,2.0,2.82,,,
KMT-2017-BLG-2444,SSO16N0707,,051375,clear,,,17:37:50.03,-24:51:49.00,264.4584583333,-24.8636111111,7983.05051,,16.01,0.064,21.09,20.0,21.2,2.0,2.22,,OB171591,
KMT-2017-BLG-2445,SAO16N0805,,015457,clear,,,17:37:38.12,-25:10:18.70,264.4088333333,-25.1718611111,7876.61689,,29.08,0.021,22.3,20.0,20.69,2.0,3.1,,,
KMT-2017-BLG-2446,SAO16N0806,,016730,clear,,,17:37:31.41,-24:59:42.97,264.380875,-24.9952694444,7815.11481,,2.31,0.16,19.92,20.0,20.48,2.0,3.0,,,
KMT-2017-BLG-2447,SAO16N0807,,006540,clear,,,17:37:38.41,-24:54:37.48,264.4100416667,-24.9104111111,7818.93267,,7.66,0.12,20.83,19.32,19.32,2.0,2.28,,,
KMT-2017-BLG-2448,SSO16T0101,,004250,clear,,,17:36:39.16,-25:42:21.17,264.1631666667,-25.7058805556,7923.02621,,23.71,0.011,23.41,19.44,19.44,2.0,3.51,,,
KMT-2017-BLG-2449,BLG16T0106,,020622,clear,,,17:36:35.40,-25:04:12.68,264.1475,-25.0701888889,7819.89248,,29.46,0.134,20.02,20.0,20.61,2.0,2.8,,OB170287,
KMT-2017-BLG-2450,BLG16T0301,,009119,clear,,,17:35:42.56,-25:38:47.08,263.9273333333,-25.6464111111,8025.72781,,18.43,0.263,19.99,20.0,20.63,2.0,3.63,,,
KMT-2017-BLG-2451,BLG16T0401,,012320,clear,,,17:35:03.38,-25:41:27.24,263.7640833333,-25.6909,7830.29489,,36.3,0.037,23.48,20.0,21.9,2.0,3.95,,,
KMT-2017-BLG-2452,BLG16T0607,,020980,clear,,,17:33:42.99,-24:57:06.73,263.429125,-24.9518694444,7947.20199,,15.18,0.455,21.5,20.0,20.93,2.0,2.78,,,
KMT-2017-BLG-2453,SAO17K0102,,028990,clear,,,17:44:30.98,-32:59:50.10,266.1290833333,-32.99725,7974.37017,,1.94,0.288,19.9,20.0,20.62,2.0,2.33,,,
